Unnamed: 0,Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_Currency,salary_in_usd,Salary_In_USD
,2022-01-01,Data Analyst,MI,FT,35000,GB,GB,M,0,GBP,43096,35000
,2022-01-01,Data Scientist,MI,FT,35000,GB,GB,M,0,GBP,43096,35000
,2022-01-01,Data Analyst,SE,FT,35000,ES,ES,M,0,EUR,36773,35000
,2022-01-01,Data Analyst,SE,FT,35000,ES,ES,M,0,EUR,36773,35000
,2022-01-01,Data Analyst,SE,FT,35000,ES,ES,M,0,EUR,36773,35000
,2022-01-01,Data Engineer,SE,FT,35000,GB,GB,M,100,GBP,43096,35000
,2022-01-01,Data Engineer,SE,FT,35000,PT,PT,M,0,EUR,36773,35000
,2022-01-01,Data Engineer,SE,FT,35000,ES,ES,M,0,EUR,36773,35000
,2022-01-01,Data Engineer,EN,FT,35000,GB,GB,M,100,GBP,43096,35000
,2022-01-01,Data Scientist,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Scientist,SE,FT,36000,ES,ES,M,0,EUR,37824,36000
,2022-01-01,Data Scientist,SE,FT,36000,ES,ES,M,0,EUR,37824,36000
,2022-01-01,Data Scientist,MI,FT,120000,US,US,M,100,USD,120000,120000
,2022-01-01,Data Analyst,SE,FT,120000,US,US,M,0,USD,120000,120000
,2022-01-01,Data Scientist,SE,FT,120000,US,US,S,100,USD,120000,120000
,2022-01-01,Analytics Engineer,SE,FT,120000,US,US,M,0,USD,120000,120000
,2022-01-01,Data Scientist,MI,FT,120000,AU,AU,L,0,AUD,83171,120000
,2022-01-01,Research Scientist,MI,FT,120000,DE,DE,S,0,EUR,126080,120000
,2022-01-01,Data Scientist,SE,FT,120000,US,US,M,100,USD,120000,120000
,2022-01-01,AI Scientist,MI,FT,120000,US,US,M,0,USD,120000,120000
,2022-01-01,Data Scientist,SE,FT,120000,US,US,L,0,USD,120000,120000
,2022-01-01,Machine Learning Engineer,SE,FT,120000,US,US,M,100,USD,120000,120000
,2022-01-01,Data Scientist,MI,FT,120000,US,US,M,100,USD,120000,120000
,2022-01-01,Machine Learning Engineer,SE,FT,120000,AE,AE,S,100,USD,120000,120000
,2022-01-01,Machine Learning Engineer,MI,FT,120000,US,US,S,100,USD,120000,120000
,2022-01-01,Data Scientist,EN,FT,120000,AU,AU,M,50,AUD,83171,120000
,2022-01-01,Research Scientist,EN,FT,120000,US,US,L,100,USD,120000,120000
,2022-01-01,Data Engineer,MI,FT,120000,US,US,M,0,USD,120000,120000
,2022-01-01,Data Engineer,MI,FT,120000,US,US,M,0,USD,120000,120000
,2022-01-01,Data Scientist,MI,FT,120000,US,US,M,0,USD,120000,120000
,2022-01-01,Data Scientist,SE,FT,120000,US,US,M,0,USD,120000,120000
,2022-01-01,Data Scientist,SE,FT,36000,ES,ES,M,0,EUR,37824,36000
,2022-01-01,Data Scientist,SE,FT,36000,ES,ES,M,0,EUR,37824,36000
,2022-01-01,Data Scientist,SE,FT,36000,ES,ES,M,0,EUR,37824,36000
,2022-01-01,Data Scientist,SE,FT,36000,ES,ES,M,0,EUR,37824,36000
,2022-01-01,Data Scientist,SE,FT,152000,US,US,M,0,USD,152000,152000
,2022-01-01,Analytics Engineer,SE,FT,152000,US,US,M,0,USD,152000,152000
,2022-01-01,Data Engineer,SE,FT,152000,US,US,M,0,USD,152000,152000
,2022-01-01,Data Scientist,SE,FT,36000,ES,ES,M,0,EUR,37824,36000
,2022-01-01,Data Analyst,MI,FT,350000,GB,GB,M,0,GBP,430967,350000
,2022-01-01,Data Architect,SE,FT,345600,US,US,M,0,USD,345600,345600
,2022-01-01,Data Scientist,SE,FT,152000,US,US,M,0,USD,152000,152000
,2022-01-01,Data Engineer,SE,FT,120000,US,US,M,0,USD,120000,120000
,2022-01-01,Data Scientist,SE,FT,120000,US,US,M,100,USD,120000,120000
,2022-01-01,Data Engineer,SE,FT,120000,US,US,M,0,USD,120000,120000
,2022-01-01,Data Engineer,MI,FT,120000,US,US,M,0,USD,120000,120000
,2022-01-01,Data Engineer,SE,FT,120000,US,US,M,0,USD,120000,120000
,2022-01-01,Data Scientist,SE,FT,350000,US,US,M,100,USD,350000,350000
,2022-01-01,Data Engineer,EN,FT,120000,US,US,M,100,USD,120000,120000
,2022-01-01,Data Scientist,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Machine Learning Developer,EN,FT,33000,IT,DE,S,100,USD,33000,33000
,2022-01-01,ML Engineer,EN,FT,20000,PT,PT,L,100,EUR,21013,20000
,2022-01-01,Machine Learning Engineer,MI,FT,1650000,IN,IN,L,50,INR,20984,21450
,2022-01-01,Data Analytics Engineer,EN,FT,20000,PK,PK,M,0,USD,20000,20000
,2022-01-01,Data Analyst,MI,FT,20000,GR,GR,S,100,USD,20000,20000
,2022-01-01,Business Data Analyst,MI,FT,1440000,IN,IN,L,50,INR,18314,18720
,2022-01-01,Business Data Analyst,MI,FT,1400000,IN,IN,M,100,INR,17805,18200
,2022-01-01,Data Scientist,EN,FT,1400000,IN,IN,M,100,INR,17805,18200
,2022-01-01,Data Analyst,EN,FT,20000,CR,US,M,50,USD,20000,20000
,2022-01-01,Computer Vision Engineer,MI,FT,1250000,IN,IN,M,100,INR,15897,16250
,2022-01-01,Machine Learning Scientist,MI,FT,22800,EG,EG,M,100,USD,22800,22800
,2022-01-01,Data Science Consultant,EN,FT,23000,IT,IT,M,50,EUR,24165,23000
,2022-01-01,Research Scientist,MI,FT,23000,IN,IN,L,100,USD,23000,23000
,2022-01-01,Data Scientist,SE,FT,185100,US,US,M,100,USD,185100,185100
,2022-01-01,Data Engineer,MI,FT,24000,US,US,M,0,USD,24000,24000
,2022-01-01,Data Engineer,MI,FT,24000,US,US,M,0,USD,24000,24000
,2022-01-01,Data Scientist,EN,FT,1800000,IN,IN,M,50,INR,22892,23400
,2022-01-01,Data Scientist,MI,FT,2400000,IN,IN,L,100,INR,30523,31200
,2022-01-01,Applied Machine Learning Scientist,MI,FL,2400000,IN,IN,S,100,INR,30523,31200
,2022-01-01,Data Scientist,MI,FT,2500000,IN,US,M,100,INR,31795,32500
602,2022-01-01,Data Analyst,EN,FT,4137614,CA,CA,M,0,,,4137614
603,2022-01-01,Data Engineer,SE,FT,12253703,US,US,M,100,,,12253703
604,2022-01-01,Data Engineer,SE,FT,10025757,US,US,M,100,,,10025757
605,2022-01-01,Data Analyst,SE,FT,10264466,US,US,M,0,,,10264466
606,2022-01-01,Data Analyst,SE,FT,11935425,US,US,M,100,,,11935425
607,2022-01-01,AI Scientist,MI,FT,15913900,IN,US,L,100,,,15913900
,2022-01-01,Lead Machine Learning Engineer,SE,FT,7500000,IN,IN,L,50,INR,95386,97500
,2022-01-01,Data Analyst,EN,PT,24000,ES,US,L,100,EUR,25216,24000
,2022-01-01,Data Scientist,EN,FT,6600000,HU,HU,M,100,HUF,17684,21780
,2022-01-01,Research Engineer,EN,FT,5500000,JP,JP,L,50,JPY,41809,50600
,2022-01-01,Lead Data Scientist,SE,FT,4460000,IN,IN,L,0,INR,56723,57980
,2022-01-01,Data Scientist,MI,FT,4200000,IN,ID,L,100,INR,53416,54600
,2022-01-01,Business Intelligence Developer,MI,FT,15000,GH,GH,M,100,USD,15000,15000
,2022-01-01,Research Engineer,EN,FT,15662,RU,RU,M,100,EUR,16455,15662
,2022-01-01,Principal Data Architect,SE,FT,3000000,IN,IN,L,100,INR,38154,39000
,2022-01-01,Data Engineer,MI,FT,2800000,IN,IN,L,50,INR,35610,36400
,2022-01-01,Head of Machine Learning,EX,FT,6000000,IN,IN,L,50,INR,76309,78000
,2022-01-01,Data Engineer,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Analyst,SE,FT,150075,US,US,M,100,USD,150075,150075
,2022-01-01,Data Engineer,SE,FT,25000,US,US,M,100,USD,25000,25000
,2022-01-01,Data Engineer,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Scientist,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Analytics Lead,SE,FT,405000,US,US,L,100,USD,405000,405000
,2022-01-01,AI Research Engineer,EN,FT,30000,GB,GB,L,100,GBP,36940,30000
,2022-01-01,Data Scientist,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Engineer,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Scientist,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Scientist,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Engineer,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Scientist,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Scientist,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Scientist,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Scientist,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Scientist,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Machine Learning Scientist,EN,FT,33000,IT,DE,S,100,EUR,34672,33000
,2022-01-01,Data Engineer,SE,FT,185900,US,US,M,0,USD,185900,185900
,2022-01-01,Data Scientist,MI,FT,30000,MX,MX,L,100,USD,30000,30000
,2022-01-01,AI Scientist,EN,FT,30000,PT,ES,M,100,EUR,31520,30000
,2022-01-01,Data Scientist,EN,FT,30000,ES,ES,M,50,EUR,31520,30000
,2022-01-01,Data Scientist,MI,FT,25000,TR,TR,M,50,USD,25000,25000
,2022-01-01,Data Analytics Manager,SE,FT,150260,US,US,M,100,USD,150260,150260
,2022-01-01,Data Science Manager,SE,FT,185400,US,US,M,0,USD,185400,185400
,2022-01-01,Data Science Consultant,EN,FT,26000,ES,ES,L,50,EUR,27317,26000
,2022-01-01,Data Analyst,EN,FT,27000,FR,FR,M,50,EUR,28368,27000
,2022-01-01,Data Scientist,EN,FT,27000,GB,GB,L,50,GBP,33246,27000
,2022-01-01,Data Engineer,SE,FT,185800,CA,CA,M,100,USD,185800,185800
,2022-01-01,Data Analyst,SE,FT,150075,US,US,M,100,USD,150075,150075
,2022-01-01,Machine Learning Engineer,EN,FT,28500,GB,GB,L,100,GBP,35093,28500
,2022-01-01,Applied Machine Learning Scientist,EN,CT,29000,TN,CZ,M,100,EUR,30469,29000
,2022-01-01,Head of Data,MI,FT,30000,EE,EE,S,100,EUR,31520,30000
,2022-01-01,Data Scientist,MI,FT,30000,GB,GB,M,0,GBP,36940,30000
,2022-01-01,Data Analyst,MI,FT,30000,GR,GR,M,100,EUR,31520,30000
,2022-01-01,Data Analyst,MI,FT,30000,ES,ES,M,100,EUR,31520,30000
,2022-01-01,Data Analyst,MI,FT,30000,GB,GB,M,100,GBP,36940,30000
,2022-01-01,Machine Learning Engineer,EN,FT,30000,GB,GB,L,100,USD,30000,30000
,2022-01-01,Lead Data Scientist,SE,FT,28500,PT,PT,S,50,EUR,29944,28500
601,2022-01-01,Data Analyst,EN,FT,5331157,CA,CA,M,0,,,5331157
,2022-01-01,Data Scientist,SE,FT,38000,US,US,M,100,USD,38000,38000
,2022-01-01,Data Scientist,SE,FT,38000,US,US,M,100,USD,38000,38000
,2022-01-01,Data Analyst,MI,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Analyst,MI,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Business Data Analyst,EN,FT,48000,US,US,L,50,USD,48000,48000
,2022-01-01,Data Engineer,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Engineer,SE,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Analyst,MI,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Analyst,SE,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Engineer,SE,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Analyst,SE,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Analytics Engineer,SE,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Engineer,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Machine Learning Manager,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Engineer,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Business Data Analyst,MI,FT,150000,US,US,L,100,USD,150000,150000
,2022-01-01,Data Engineer,MI,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Engineer,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Analyst,EN,FT,48000,US,US,M,0,USD,48000,48000
,2022-01-01,Data Analyst,SE,FT,48000,ES,ES,M,0,EUR,50432,48000
,2022-01-01,Data Analyst,SE,FT,48000,ES,ES,M,0,EUR,50432,48000
,2022-01-01,Data Analyst,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Engineer,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Analyst,MI,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Machine Learning Researcher,MI,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Machine Learning Engineer,MI,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Analyst,MI,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Engineer,SE,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Engineer,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Research Engineer,SE,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Scientist,MI,FT,48000,RU,US,S,100,USD,48000,48000
,2022-01-01,Analytics Engineer,SE,FT,48000,AR,US,S,100,USD,48000,48000
,2022-01-01,BI Data Analyst,MI,FT,48000,DE,DE,S,100,EUR,50432,48000
,2022-01-01,Data Analyst,SE,FT,48000,ES,ES,M,0,EUR,50432,48000
,2022-01-01,Data Analyst,SE,FT,48000,ES,ES,M,0,EUR,50432,48000
,2022-01-01,BI Analyst,MI,FT,48000,BR,BR,M,100,USD,48000,48000
,2022-01-01,Analytics Engineer,MI,FT,48000,BR,BR,M,100,USD,48000,48000
,2022-01-01,Data Analyst,MI,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Research Scientist,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Analytics Engineer,EX,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Analyst,EN,FT,150000,US,US,L,100,USD,150000,150000
,2022-01-01,Applied Data Scientist,EN,FT,50000,AT,AT,M,50,USD,50000,50000
,2022-01-01,Lead Data Scientist,MI,FT,50000,GB,GB,S,50,GBP,61566,50000
,2022-01-01,Data Analyst,EN,FT,50000,AR,AR,L,100,USD,50000,50000
,2022-01-01,Data Analyst,SE,FT,50000,GB,GB,M,0,GBP,61566,50000
,2022-01-01,Data Scientist,EN,FT,50000,US,DE,M,50,USD,50000,50000
,2022-01-01,Business Data Analyst,EN,FT,50000,IN,AS,L,100,USD,50000,50000
,2022-01-01,Data Science Manager,SE,FT,299500,US,US,M,0,USD,299500,299500
,2022-01-01,AI Scientist,EN,FT,50000,US,US,M,100,USD,50000,50000
,2022-01-01,Data Engineer,EX,FT,297500,US,US,M,100,USD,297500,297500
,2022-01-01,Data Scientist,SE,FT,50000,US,US,M,100,USD,50000,50000
,2022-01-01,Data Engineer,SE,FT,50000,US,US,M,100,USD,50000,50000
,2022-01-01,Data Scientist,SE,FT,50000,US,US,M,100,USD,50000,50000
,2022-01-01,Data Engineer,EN,FT,50000,GB,GB,M,100,GBP,61566,50000
,2022-01-01,Data Engineer,SE,FT,50000,GB,GB,M,100,GBP,61566,50000
,2022-01-01,Data Analytics Consultant,EN,FL,50000,BE,US,S,100,USD,50000,50000
,2022-01-01,Data Engineer,MI,FT,50000,GB,GB,M,0,GBP,61566,50000
,2022-01-01,ETL Developer,MI,FT,50000,GR,GR,M,0,EUR,52533,50000
,2022-01-01,ETL Developer,MI,FT,50000,GR,GR,M,0,EUR,52533,50000
,2022-01-01,Data Science Manager,SE,FT,300000,US,US,M,100,USD,300000,300000
,2022-01-01,Lead Data Engineer,EX,FT,150000,CA,CA,S,100,CAD,115222,150000
,2022-01-01,Data Engineer,SE,FT,154545,US,US,L,0,USD,154545,154545
,2022-01-01,Data Engineer,SE,FT,154545,US,US,L,0,USD,154545,154545
,2022-01-01,Data Analyst,SE,FT,154560,US,US,M,0,USD,154560,154560
,2022-01-01,Data Scientist,EN,FT,49500,BE,BE,S,50,EUR,52008,49500
,2022-01-01,Data Engineer,SE,FT,154600,US,US,L,100,USD,154600,154600
,2022-01-01,Data Engineer,MI,PT,50000,DE,DE,L,50,EUR,52533,50000
,2022-01-01,Machine Learning Engineer,SE,FT,150000,US,US,L,100,USD,150000,150000
,2022-01-01,Data Analyst,MI,FT,50000,US,US,M,100,USD,50000,50000
,2022-01-01,Data Engineer,SE,FT,50000,GB,GB,M,0,GBP,61566,50000
,2022-01-01,Data Scientist,MI,FT,50000,GB,GB,M,0,GBP,61566,50000
,2022-01-01,Data Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2022-01-01,Research Scientist,SE,FT,300000,US,US,M,100,USD,300000,300000
,2022-01-01,Data Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2022-01-01,Data Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2022-01-01,Data Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2022-01-01,Data Analyst,MI,FT,50000,GB,GB,M,0,GBP,61566,50000
,2022-01-01,Data Scientist,SE,FT,38000,US,US,M,100,USD,38000,38000
,2022-01-01,Data Scientist,MI,FT,47000,GB,GB,M,50,GBP,57872,47000
,2022-01-01,Data Scientist,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Scientist,SE,FT,119300,US,US,L,0,USD,119300,119300
,2022-01-01,Data Scientist,SE,FT,119300,US,US,L,0,USD,119300,119300
,2022-01-01,Machine Learning Scientist,MI,FT,153000,US,US,M,50,USD,153000,153000
,2022-01-01,Data Scientist,MI,FT,153000,US,US,L,100,USD,153000,153000
,2022-01-01,Data Scientist,SE,FT,153000,US,US,M,100,USD,153000,153000
,2022-01-01,Data Scientist,SE,FT,153000,US,US,M,100,USD,153000,153000
,2022-01-01,Data Engineer,MI,FT,153000,US,US,M,100,USD,153000,153000
,2022-01-01,Data Engineer,EX,FT,324000,US,US,M,100,USD,324000,324000
,2022-01-01,Data Engineer,MI,FT,187000,US,US,M,100,USD,187000,187000
,2022-01-01,Data Engineer,MI,FT,42000,BR,BR,M,100,USD,42000,42000
,2022-01-01,Data Science Consultant,MI,FT,42000,GB,GB,M,0,GBP,51716,42000
,2022-01-01,Data Analyst,SE,FT,119000,US,US,M,100,USD,119000,119000
,2022-01-01,Data Analyst,SE,FT,119000,US,US,M,0,USD,119000,119000
,2022-01-01,Machine Learning Engineer,SE,FT,119000,US,US,M,0,USD,119000,119000
,2022-01-01,Data Analyst,SE,FT,119000,US,US,M,0,USD,119000,119000
,2022-01-01,Data Engineer,SE,FT,152500,US,US,M,0,USD,152500,152500
,2022-01-01,Data Science Manager,SE,FT,152500,US,US,M,100,USD,152500,152500
,2022-01-01,Applied Data Scientist,EN,FT,40000,AU,PK,M,100,USD,40000,40000
,2022-01-01,AI Programmer,EN,FT,40000,PK,AU,M,100,USD,40000,40000
,2022-01-01,Data Scientist,EN,FT,38000,FR,FR,L,50,EUR,39925,38000
,2022-01-01,Data Analyst,SE,FT,38000,ES,ES,M,0,EUR,39925,38000
,2022-01-01,Data Scientist,SE,FT,186000,US,US,M,0,USD,186000,186000
,2022-01-01,Machine Learning Engineer,SE,FT,186000,US,US,M,100,USD,186000,186000
,2022-01-01,Machine Learning Infrastructure Engineer,SE,FT,186000,US,US,M,100,USD,186000,186000
,2022-01-01,Data Scientist,EN,FT,40000,JP,MY,L,100,USD,40000,40000
,2022-01-01,Data Engineer,EN,FT,40000,GB,GB,M,100,GBP,49253,40000
,2022-01-01,Data Engineer,SE,FT,315000,US,US,M,100,USD,315000,315000
,2022-01-01,Data Engineer,MI,FT,40000,GB,GB,M,0,GBP,49253,40000
,2022-01-01,Data Analyst,MI,FT,40000,ES,ES,M,100,EUR,42026,40000
,2022-01-01,Data Analyst,MI,FT,40000,GB,GB,M,100,GBP,49253,40000
,2022-01-01,Data Engineer,SE,FT,40000,PT,PT,M,0,EUR,42026,40000
,2022-01-01,Data Engineer,EN,FT,40000,GB,GB,M,100,GBP,49253,40000
,2022-01-01,Deep Learning Engineer,MI,FT,40000,GB,GB,M,100,GBP,49253,40000
,2022-01-01,Data Engineer,SE,FT,40000,ES,ES,M,0,EUR,42026,40000
,2022-01-01,Machine Learning Developer,EN,FT,40000,PK,AU,M,100,USD,40000,40000
,2022-01-01,Data Analyst,MI,FT,40000,GR,GR,M,100,EUR,42026,40000
,2022-01-01,Machine Learning Engineer,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Engineer,MI,FT,45000,GB,GB,M,100,GBP,55410,45000
,2022-01-01,Data Engineer,MI,FT,45000,ES,ES,M,100,EUR,47280,45000
,2022-01-01,Applied Machine Learning Scientist,SE,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Analyst,MI,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Scientist,MI,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Analyst,MI,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Engineer,MI,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Engineer,MI,FT,150000,US,US,M,100,USD,150000,150000
,2022-01-01,Data Scientist,MI,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Scientist,SE,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Analyst,MI,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Manager,EN,FT,45600,US,US,M,100,USD,45600,45600
,2022-01-01,Data Analyst,EN,FT,46000,US,US,L,100,USD,46000,46000
,2022-01-01,Data Engineer,SE,FT,154000,US,US,M,100,USD,154000,154000
,2022-01-01,Data Engineer,SE,FT,154000,US,US,M,100,USD,154000,154000
,2022-01-01,Data Scientist,SE,FT,154000,US,US,M,100,USD,154000,154000
,2022-01-01,Data Scientist,SE,FT,154000,US,US,M,0,USD,154000,154000
,2022-01-01,Data Scientist,SE,FT,150000,US,US,M,0,USD,150000,150000
,2022-01-01,Data Engineer,MI,FT,118000,US,US,M,100,USD,118000,118000
,2022-01-01,Data Scientist,MI,FT,45000,FR,GB,M,100,GBP,55410,45000
,2022-01-01,Data Engineer,SE,FT,153600,US,US,M,0,USD,153600,153600
,2022-01-01,Machine Learning Engineer,EN,FT,45000,GB,GB,S,100,GBP,55410,45000
,2022-01-01,Data Scientist,SE,FT,45000,ES,ES,M,0,EUR,47280,45000
,2022-01-01,Data Scientist,SE,FT,45000,ES,ES,M,0,EUR,47280,45000
,2022-01-01,Data Engineer,SE,FT,160000,US,US,M,100,USD,160000,160000
,2022-01-01,Data Scientist,SE,FT,45000,ES,ES,M,0,EUR,47280,45000
,2022-01-01,Data Scientist,SE,FT,45000,ES,ES,M,0,EUR,47280,45000
,2022-01-01,Data Scientist,SE,FT,45000,ES,ES,M,0,EUR,47280,45000
,2022-01-01,Data Engineer,MI,FT,45000,GR,GR,M,100,EUR,47280,45000
,2022-01-01,Data Analyst,MI,FT,45000,GB,GB,M,0,GBP,55410,45000
,2022-01-01,Data Engineer,EX,FT,310000,US,US,M,100,USD,310000,310000
,2022-01-01,Data Engineer,EX,FT,310000,US,US,M,100,USD,310000,310000
,2022-01-01,Data Engineer,EX,FT,187200,US,US,M,100,USD,187200,187200
,2022-01-01,Machine Learning Engineer,SE,FT,187200,CA,CA,M,100,USD,187200,187200
,2022-01-01,Data Scientist,SE,FT,153600,US,US,M,100,USD,153600,153600
,2022-01-01,Data Engineer,SE,FT,153600,US,US,M,0,USD,153600,153600
,2022-01-01,Data Engineer,SE,FT,153600,US,US,M,0,USD,153600,153600
,2022-01-01,Data Scientist,SE,FT,45000,ES,ES,M,0,EUR,47280,45000
,2022-01-01,Data Scientist,MI,FT,50000,FR,FR,M,100,EUR,52533,50000
600,2022-01-01,Data Scientist,MI,FT,10344035,US,US,M,100,,,10344035
598,2022-01-01,Data Analyst,SE,FT,13526815,US,US,M,100,,,13526815
388,2022-01-01,Data Analyst,SE,FT,13049398,US,US,M,0,,,13049398
389,2022-01-01,Data Engineer,SE,FT,12333273,US,US,M,100,,,12333273
390,2022-01-01,Machine Learning Engineer,MI,FT,9893115,GB,GB,M,0,,,9893115
391,2022-01-01,Machine Learning Engineer,MI,FT,7810383,GB,GB,M,0,,,7810383
392,2022-01-01,AI Scientist,MI,FT,9548340,US,US,M,0,,,9548340
393,2022-01-01,Data Analyst,SE,FT,8983397,US,US,M,100,,,8983397
394,2022-01-01,Data Analyst,SE,FT,7186717,US,US,M,100,,,7186717
395,2022-01-01,Data Analytics Manager,SE,FT,11537578,US,US,M,100,,,11537578
396,2022-01-01,Data Analytics Manager,SE,FT,8386625,US,US,M,100,,,8386625
397,2022-01-01,Machine Learning Engineer,MI,FT,6996705,FR,DE,M,100,,,6996705
398,2022-01-01,Data Engineer,MI,FT,9372412,GB,GB,M,0,,,9372412
399,2022-01-01,Data Scientist,SE,FT,17131313,US,US,L,100,,,17131313
400,2022-01-01,Data Scientist,SE,FT,12587895,US,US,L,100,,,12587895
401,2022-01-01,Data Engineer,SE,FT,16637982,US,US,L,100,,,16637982
402,2022-01-01,Data Engineer,SE,FT,12301445,US,US,L,100,,,12301445
387,2022-01-01,Machine Learning Engineer,EN,FT,2967942,GB,GB,L,100,,,2967942
386,2022-01-01,Data Engineer,SE,FT,10528636,US,US,M,100,,,10528636
385,2022-01-01,Head of Machine Learning,EX,FT,6289094,IN,IN,L,50,,,6289094
384,2022-01-01,Data Analyst,SE,FT,7455662,US,US,M,100,,,7455662
368,2022-01-01,Data Analyst,MI,FT,4615031,US,US,S,0,,,4615031
369,2022-01-01,Analytics Engineer,EX,FT,10741883,US,US,M,100,,,10741883
370,2022-01-01,Data Scientist,SE,FT,13526815,US,US,M,100,,,13526815
371,2022-01-01,Data Scientist,SE,FT,9787049,US,US,M,100,,,9787049
372,2022-01-01,Machine Learning Engineer,SE,FT,15090356,US,US,M,0,,,15090356
373,2022-01-01,Machine Learning Engineer,SE,FT,13128649,US,US,M,0,,,13128649
374,2022-01-01,ETL Developer,MI,FT,4372901,GR,GR,M,0,,,4372901
403,2022-01-01,Data Analyst,SE,FT,9224810,US,US,M,0,,,9224810
375,2022-01-01,ETL Developer,MI,FT,4372901,GR,GR,M,0,,,4372901
377,2022-01-01,Data Analyst,SE,FT,10503174,US,US,M,0,,,10503174
378,2022-01-01,Data Engineer,SE,FT,13160795,US,US,M,100,,,13160795
379,2022-01-01,Data Architect,SE,FT,16612122,US,US,M,100,,,16612122
380,2022-01-01,Data Architect,SE,FT,11760372,US,US,M,100,,,11760372
381,2022-01-01,Data Engineer,SE,FT,10900544,US,US,M,100,,,10900544
382,2022-01-01,Data Engineer,SE,FT,8081874,US,US,M,100,,,8081874
383,2022-01-01,Data Analyst,SE,FT,10254519,US,US,M,100,,,10254519
376,2022-01-01,Lead Data Engineer,EX,FT,9404080,CA,CA,S,100,,,9404080
367,2022-01-01,Data Engineer,SE,FT,10821452,US,US,M,0,,,10821452
404,2022-01-01,Data Analyst,SE,FT,6498123,US,US,M,0,,,6498123
406,2022-01-01,Data Engineer,MI,FT,7810383,GB,GB,M,0,,,7810383
427,2022-01-01,Data Engineer,SE,FT,8020606,US,US,L,100,,,8020606
